# sourceSeal=3f0bb4a window=10 — a windowDuplicate is the same widget twice inside 10 consecutive draws. distinctWidgets IS A LOWER BOUND: it cannot exceed the sample count, so a pair reporting 28 distinct in 30 draws has a pool of AT LEAST 28 and possibly far more. Only pairs that saturated well below their sample count (the pool-below-window rows) measure a true ceiling.
generator,form,widgetType,verdict,samples,distinctWidgets,windowDuplicates,globalDuplicates,globalDuplicateRate,window
g8-esn-place-value,esnPlaceLarge,placeValueTransformLab,pool-above-window,125,29,43,96,0.768,10
neg-rational-exp,default,fractionEntry,pool-above-window,100,29,34,71,0.710,10
range-floor,allRealsRange,mcq,pool-above-window,50,29,11,21,0.420,10
subtract-within-20,difference,numeric,pool-above-window,34,29,5,5,0.147,10
extrema-value,whichPoint,mcq,pool-above-window,34,29,5,5,0.147,10
trig-inside,generalTan,mcq,pool-above-window,34,29,5,5,0.147,10
mult-tens,tensProductB,numeric,pool-above-window,34,29,5,5,0.147,10
g2-fluency,FlFactFamilyNumeric,numeric,pool-above-window,36,29,5,7,0.194,10
double-angle-solve,nextStep,mcq,pool-above-window,34,29,4,5,0.147,10
g2-measure-money-time,MmtLengthDifferenceNumeric,numeric,pool-above-window,36,29,4,7,0.194,10
cn-disc-repeat,forceB,mcq,pool-above-window,34,29,3,5,0.147,10
pq-para-side,solveSide,numeric,pool-above-window,34,29,3,5,0.147,10
parity,pointsBonus,numeric,pool-above-window,34,29,3,5,0.147,10
g0-shapes-sorting,shapeAnyWayMcq,mcq,pool-above-window,34,29,3,5,0.147,10
limit-laws,polySub,numeric,pool-above-window,34,29,2,5,0.147,10
unit-frac-divide,mixedScoops,numeric,pool-above-window,34,29,2,5,0.147,10
g7-read-scale,scaleMeaning,mcq,pool-above-window,34,29,2,5,0.147,10
g7-circle-area,circleUseCase,mcq,pool-above-window,34,29,2,5,0.147,10
g6-center-spread,ddMedianOutlierData,numeric,pool-above-window,30,29,1,1,0.033,10
g6-center-spread,ddChoiceIqr,numeric,pool-above-window,30,29,1,1,0.033,10
composite-area-lab,parallelogramMcq,compositeAreaLab,pool-above-window,30,29,1,1,0.033,10
fn-arith-seq,diffDown,numeric,pool-above-window,30,29,1,1,0.033,10
negative-intro,compareMixedSign,rationalCompare,pool-above-window,30,29,1,1,0.033,10
negative-intro,orderRationalsFive,dragOrder,pool-above-window,30,29,1,1,0.033,10
proportional-plot,cgPairPointAtX,mcq,pool-above-window,30,29,1,1,0.033,10
box-surface-area,roomPaint,numeric,pool-above-window,30,29,1,1,0.033,10
attributes,cgTriangleSideHierarchy,shapeHierarchyLab,pool-above-window,30,29,1,1,0.033,10
quadrilaterals,allQuadrilateralSet,mcq,pool-above-window,30,29,1,1,0.033,10
quadrilaterals,rhombusBySides,mcq,pool-above-window,30,29,1,1,0.033,10
mult-tens,ticketChange,numeric,pool-above-window,34,29,1,5,0.147,10
distributive,variableError,numeric,pool-above-window,30,29,1,1,0.033,10
pr-constant-k-g7,rrEquivalentWhich,mcq,pool-above-window,30,29,1,1,0.033,10
g7-signed-addition,diffNegLarge,numeric,pool-above-window,30,29,1,1,0.033,10
g7-signed-multiply-divide,tripleOdd,numeric,pool-above-window,30,29,1,1,0.033,10
g7-signed-multiply-divide,divDiffLarge,numeric,pool-above-window,30,29,1,1,0.033,10
g7-signed-multiply-divide,mixedDivDiff,numeric,pool-above-window,30,29,1,1,0.033,10
g7-tse-expression-build,tseCombineDistPlus,buildExpression,pool-above-window,30,29,1,1,0.033,10
g7-tse-inequality-build,tseIneqRealPos,buildExpression,pool-above-window,30,29,1,1,0.033,10
g7-sp-sample-estimate,spEstimateDistrict,numeric,pool-above-window,30,29,1,1,0.033,10
g7-sp-sample-estimate,spEstimateEvent,numeric,pool-above-window,30,29,1,1,0.033,10
g7-sp-overlap-interpret,spCompareLarge,distributionCompareLab,pool-above-window,30,29,1,1,0.033,10
g7-sp-counting-principle,spCountOutfitsReal,compoundEventLab,pool-above-window,30,29,1,1,0.033,10
g8-rns-root-estimate,rnsBoundsChallenge,numeric,pool-above-window,30,29,1,1,0.033,10
g8-tm-pythagorean-converse,tmConverseRight,mcq,pool-above-window,30,29,1,1,0.033,10
g8-bv-scatter-basics,bvScatterPair,mcq,pool-above-window,30,29,1,1,0.033,10
g8-tm-cone-volume,tmConeB,numeric,pool-above-window,30,29,1,1,0.033,10
g8-les-isolate-variable,lesIsolateA,numeric,pool-above-window,30,29,1,1,0.033,10
g8-les-isolate-variable,lesIsolateC,numeric,pool-above-window,30,29,1,1,0.033,10
g8-les-solution-count,lesNoBlank,mcq,pool-above-window,30,29,1,1,0.033,10
g8-les-solution-count,lesClassifyChallenge,mcq,pool-above-window,30,29,1,1,0.033,10
g8-les-system-meaning,lesIntersectionMeaning,mcq,pool-above-window,30,29,1,1,0.033,10
g8-les-system-graphing,lesGraphXSigned,numeric,pool-above-window,30,29,1,1,0.033,10
g8-fn-function-definition,fgFunctionBirthday,mcq,pool-above-window,30,29,1,1,0.033,10
g8-fn-function-definition,fgFunctionSharedOutput,mcq,pool-above-window,30,29,1,1,0.033,10
g8-fn-rate-of-change,fgRateWide,numeric,pool-above-window,30,29,1,1,0.033,10
g8-fn-initial-value,fgInitialPointSlope,numeric,pool-above-window,30,29,1,1,0.033,10
g8-fn-graph-stories,fgStoryAccelerateSteady,graphStoryLab,pool-above-window,30,29,1,1,0.033,10
g1-add-subtract,BiggerFirstMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g1-add-subtract,CompareMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g1-add-subtract,TakeAwayMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g1-add-subtract,UnknownNumeric,numeric,pool-above-window,30,29,1,1,0.033,10
g1-counting-120,OneMoreLessNumeric,numeric,pool-above-window,30,29,1,1,0.033,10
g2-shapes-shares,Ssg2CompareSharesMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g4-fractions,faEquivalenceRecapNumeric,numeric,pool-above-window,30,29,1,1,0.033,10
g4-fractions,faBenchmarkOrderRational,rationalCompare,pool-above-window,30,29,1,1,0.033,10
g4-measure,mcAngleClassificationMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g4-measure,mcFractionMeasurementMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g4-multiply,mbTimesAsManyMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g4-multiply,mbFactorsMcq,mcq,pool-above-window,30,29,1,1,0.033,10
g4-multiply,mbDivideBigNumeric,numeric,pool-above-window,30,29,1,1,0.033,10
g4-multiply,mbMultiStepNumeric,numeric,pool-above-window,30,29,1,1,0.033,10
a1-polynomials,factor-gcf__buildExpression,buildExpression,pool-above-window,30,29,1,1,0.033,10
a1-linear-functions,form-conversion__numeric,exactNumberLab,pool-above-window,30,29,1,1,0.033,10
a1-linear-functions,standard-form__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
a1-quadratics,quad-formula__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
a1-quadratics,quad-standard-axis__numeric,numeric,pool-above-window,30,29,1,1,0.033,10
a1-solving-equations,distribute-solve__numeric,numeric,pool-above-window,30,29,1,1,0.033,10
a2-transformations,ft-inverse-undo__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
a2-polynomials,pf-synthetic__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
a2-radicals,re-transform__buildExpression,buildExpression,pool-above-window,30,29,1,1,0.033,10
a2-rationals,rf-opposite__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
a2-trig,tf-ratios__dragBucket,dragBucket,pool-above-window,30,29,1,1,0.033,10
g10-circle-theorems,cr-cyclic-quad__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-constructions-proof,cp-copy-segment__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-constructions-proof,cp-parallel-through-point__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-constructions-proof,cp-square-triangle__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-constructions-proof,cp-two-column__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-coordinate-proofs,cx-classify-tri__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-coordinate-proofs,cx-perp-proof__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-geometry-foundations,gf-definitions__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-geometry-foundations,gf-rotation-rule__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-geometry-foundations,gf-rotational-symmetry__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-right-triangles,rt-trig-apps__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-similarity,sy-similarity__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-solid-geometry,sg-cylinder-justified__numeric,exactNumberLab,pool-above-window,30,29,1,1,0.033,10
g10-solid-geometry,sg-modeling__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-triangle-congruence,tc-hinge__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g10-triangle-congruence,tc-isosceles-converse__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-conic-sections,conic-sections__co-hyp-ecc__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-polar-parametric,polar-parametric__pp-circles__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-boundary-rule__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rational-cuts__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-arccos__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-equiv-rules__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g12-trig-identities-equations,trig-identities-equations__ti-tan-cofunction__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-curve-analysis,curve-analysis__ca-first-derivative-test__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-curve-analysis,curve-analysis__ca-mvt-consequences__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-curve-analysis,curve-analysis__ca-three-charts__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-derivative-rules,derivative-rules__dr-derivative-function__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-derivative-rules,derivative-rules__dr-trig-derivative__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-differentials__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-differential-equations,differential-equations__de-euler__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-integration-accumulation,integration-accumulation__in-antiderivative__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g13-integration-accumulation,integration-accumulation__in-read-accumulation__matchPairs,matchPairs,pool-above-window,30,29,1,1,0.033,10
g10-conditional-probability,conditional-probability__cpr-mutually-exclusive__mcq,mcq,pool-above-window,30,29,1,1,0.033,10
g6-center-spread,ddIncompleteReport,mcq,pool-above-window,30,29,0,1,0.033,10
g6-center-spread,ddCapMean,numeric,pool-above-window,30,29,0,1,0.033,10
composite-area-lab,fromTriangles,compositeAreaLab,pool-above-window,30,29,0,1,0.033,10
equiv-test,distributeCombine,numeric,pool-above-window,30,29,0,1,0.033,10
decimal-align-addsub,ribbons,numeric,pool-above-window,30,29,0,1,0.033,10
poly-addsub,addSquare,numeric,pool-above-window,30,29,0,1,0.033,10
variable-meaning,lessThanPhrase,mcq,pool-above-window,30,29,0,1,0.033,10
metric-convert,customary,numeric,pool-above-window,30,29,0,1,0.033,10
metric-convert,customaryMcq,mcq,pool-above-window,30,29,0,1,0.033,10
conditional-prob,suitRank,mcq,pool-above-window,30,29,0,1,0.033,10
box-volume,layersMcq,mcq,pool-above-window,30,29,0,1,0.033,10
unknown-letter,testAddSolution,mcq,pool-above-window,30,29,0,1,0.033,10
attributes,detectiveSides,mcq,pool-above-window,30,29,0,1,0.033,10
shape-hierarchy,hierarchyTruth,mcq,pool-above-window,30,29,0,1,0.033,10
line-plot,rangeSpan,mcq,pool-above-window,30,29,0,1,0.033,10
distributive,variableEquivalent,mcq,pool-above-window,30,29,0,1,0.033,10
g7-triangle-inequality,frameCheck,triangleClosureLab,pool-above-window,30,29,0,1,0.033,10
pr-unit-rate-g7,rrHoursFromEarnings,proportionalReasoningLab,pool-above-window,30,29,0,1,0.033,10
pr-constant-k-g7,rrShrinkTest,mcq,pool-above-window,30,29,0,1,0.033,10
g7-signed-addition,sameNeg,numeric,pool-above-window,30,29,0,1,0.033,10
g7-signed-addition,sameLarge,numeric,pool-above-window,30,29,0,1,0.033,10
g7-signed-addition,diffChallenge,numeric,pool-above-window,30,29,0,1,0.033,10
g7-signed-multiply-divide,mixedTripleOdd,numeric,pool-above-window,30,29,0,1,0.033,10
g7-tse-expression-build,tseMixedMinus,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,tseIneqPosB,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,tseIneqPosC,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,tseIneqPosD,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,tseIneqRealNegB,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,graphDescription,mcq,pool-above-window,30,29,0,1,0.033,10
g7-tse-inequality-build,graphToInequality,buildExpression,pool-above-window,30,29,0,1,0.033,10
g7-sp-sample-estimate,spEstimateCompany,numeric,pool-above-window,30,29,0,1,0.033,10
g8-tm-rigid-motion,tmReflectAxis,mcq,pool-above-window,30,29,0,1,0.033,10
g8-les-isolate-variable,lesIsolateB,numeric,pool-above-window,30,29,0,1,0.033,10
g8-les-solution-count,lesInfiniteDirect,equationOutcomeLab,pool-above-window,30,29,0,1,0.033,10
g8-fn-linear-nonlinear,fgLinearTableLinear,mcq,pool-above-window,30,29,0,1,0.033,10
g8-fn-linear-nonlinear,fgLinearEquationNonlinear,mcq,pool-above-window,30,29,0,1,0.033,10
g8-fn-qualitative-graphs,fgQualSteeper,graphStoryLab,pool-above-window,30,29,0,1,0.033,10
g8-fn-qualitative-graphs,fgQualStopped,graphStoryLab,pool-above-window,30,29,0,1,0.033,10
g0-counting,countMakeTenMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g0-counting,countBetweenMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g0-counting,countReadMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g1-add-subtract,SubFactsMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g1-counting-120,TenMoreLessMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g2-place-value-1000,Pv1000ReadWordsNumeric,numeric,pool-above-window,30,29,0,1,0.033,10
g4-fractions,faEquivalenceRecapMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g4-fractions,faMixedAddSubNumeric,numeric,pool-above-window,30,29,0,1,0.033,10
g4-multiply,mbMultiplesMcq,mcq,pool-above-window,30,29,0,1,0.033,10
g4-multiply,mbRemaindersNumeric,numeric,pool-above-window,30,29,0,1,0.033,10
a1-functions-sequences,fn-classify__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a1-linear-functions,point-slope-read__buildExpression,buildExpression,pool-above-window,30,29,0,1,0.033,10
a2-complex,cn-build-quad__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-complex,cn-multiply__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-transformations,ft-inverse-rule__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-transformations,ft-inverse-undo__numeric,numeric,pool-above-window,30,29,0,1,0.033,10
a2-polynomials,pf-build__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-polynomials,pf-leading-term__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-radicals,re-convert__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-rationals,rf-excluded__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
a2-trig,tf-model__numeric,numeric,pool-above-window,30,29,0,1,0.033,10
g10-circle-theorems,cr-tangent-perp__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-constructions-proof,cp-perp-from-point__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-constructions-proof,cp-vertical-angles__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-coordinate-proofs,cx-circle-position__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-coordinate-proofs,cx-dist-apps__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-coordinate-proofs,cx-shoelace__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-geometry-foundations,gf-congruence-def__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-geometry-foundations,gf-undefined-terms__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-right-triangles,rt-inverse-trig__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-right-triangles,rt-solve-complete__numeric,numeric,pool-above-window,30,29,0,1,0.033,10
g10-similarity,sy-proportions-figures__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-solid-geometry,sg-cylinder-justified__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-solid-geometry,sg-third-story__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-triangle-congruence,tc-isosceles__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g12-conic-sections,conic-sections__co-shifted__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g12-function-analysis,function-analysis__fna-restricted__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g12-limits-continuity,limits-continuity__lc-dne__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g12-limits-continuity,limits-continuity__lc-onesided__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g12-limits-continuity,limits-continuity__lc-read-limit__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-curve-analysis,curve-analysis__ca-evt__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-curve-analysis,curve-analysis__ca-inflection__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-curve-analysis,curve-analysis__ca-three-charts__matchPairs,matchPairs,pool-above-window,30,29,0,1,0.033,10
g13-derivative-rules,derivative-rules__dr-chain-nested__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivative-rules,derivative-rules__dr-differentiability__dragBucket,dragBucket,pool-above-window,30,29,0,1,0.033,10
g13-derivative-rules,derivative-rules__dr-implicit__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivative-rules,derivative-rules__dr-local-linearity__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-lhopital__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-linearisation-limits__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-linearisation__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-motion__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-derivatives-in-context,derivatives-in-context__dc-speed__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-integration-accumulation,integration-accumulation__in-choosing-u__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-integration-accumulation,integration-accumulation__in-library__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-integration-accumulation,integration-accumulation__in-read-accumulation__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-integration-applications,integration-applications__ia-washer__matchPairs,matchPairs,pool-above-window,30,29,0,1,0.033,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-vector-motion__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-series-convergence,series-convergence__sc-alternating__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g13-series-convergence,series-convergence__sc-radius__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-conditional-probability,conditional-probability__cpr-conditional-table__matchPairs,matchPairs,pool-above-window,30,29,0,1,0.033,10
g10-conditional-probability,conditional-probability__cpr-multiplication-rule__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
g10-conditional-probability,conditional-probability__cpr-table-union__mcq,mcq,pool-above-window,30,29,0,1,0.033,10
grouping-first,powerMulEval,evalOrder,pool-above-window,50,30,13,20,0.400,10
gf-angle-add,rightAnglePiece,numeric,pool-above-window,50,30,12,20,0.400,10
cn-i-def,computePlus,numeric,pool-above-window,50,30,11,20,0.400,10
gf-angle-add,bisect,numeric,pool-above-window,50,30,10,20,0.400,10
grouping-first,groupDiv,exactNumberLab,pool-above-window,50,30,9,20,0.400,10
g2-measure-money-time,MmtGraphCompareNumeric,numeric,pool-above-window,36,30,5,6,0.167,10
hop-multiply,landOn,numeric,pool-above-window,34,30,4,4,0.118,10
angle-sum,missing,numeric,pool-above-window,34,30,3,4,0.118,10
unit-frac-divide,divideFractionWhole,quotientReasoningLab,pool-above-window,34,30,3,4,0.118,10
group-division,sellThenPack,numeric,pool-above-window,34,30,3,4,0.118,10
mult-patterns,rowSubset,mcq,pool-above-window,34,30,3,4,0.118,10
cn-disc-repeat,forceCMcq,mcq,pool-above-window,34,30,2,4,0.118,10
combination-count,orderBucket,dragBucket,pool-above-window,34,30,2,4,0.118,10
unknown-position,missingCount,numeric,pool-above-window,34,30,2,4,0.118,10
g7-scale-to-actual,drawCombined,numeric,pool-above-window,34,30,2,4,0.118,10
g7-tse-balance-solve,tseBalanceA,solveBalance,pool-above-window,34,30,2,4,0.118,10
g2-measure-money-time,MmtLinePlotNumeric,numeric,pool-above-window,36,30,2,6,0.167,10
g2-measure-money-time,MmtUnitFitMcq,mcq,pool-above-window,36,30,2,6,0.167,10
g4-decimals,dMoneyNumeric,numeric,pool-above-window,34,30,2,4,0.118,10
elapsed-time,endAfter,clockSet,pool-above-window,34,30,1,4,0.118,10
mult-meaning,sheetsMinus,numeric,pool-above-window,34,30,1,4,0.118,10
g7-sp-sampling-bias,spBiasCustomer,mcq,pool-above-window,34,30,1,4,0.118,10
g8-tm-transversal,tmTransversalAlternate,numeric,pool-above-window,34,30,1,4,0.118,10
g0-shapes-sorting,shapeLengthCompare,lengthCompare,pool-above-window,34,30,1,4,0.118,10
g0-shapes-sorting,shapePositionMcq,mcq,pool-above-window,34,30,1,4,0.118,10
reflect-fn,whichReflection,mcq,pool-above-window,50,31,9,19,0.380,10
g3-div-fluency,DivMixedNumeric,numeric,pool-above-window,42,31,7,11,0.262,10
a1-exponential,exp-graph-read__numeric,exactNumberLab,pool-above-window,42,31,7,11,0.262,10
g2-fluency,FlSpeedSubNumeric,numeric,pool-above-window,36,31,4,5,0.139,10
g2-measure-money-time,MmtEstimateMcq,mcq,pool-above-window,36,31,4,5,0.139,10
a1-exponential,exp-percent__mcq,mcq,pool-above-window,42,31,4,11,0.262,10
step-function,jumpDescribe,mcq,pool-above-window,34,31,3,3,0.088,10
partition-shapes,unequalNamedParts,mcq,pool-above-window,34,31,3,3,0.088,10
a1-systems,word-total-difference__numeric,exactNumberLab,pool-above-window,34,31,3,3,0.088,10
poly-read,degreeOf,numeric,pool-above-window,34,31,2,3,0.088,10
conic-classify,parabolaCase,mcq,pool-above-window,34,31,2,3,0.088,10
arc-measure,classify,mcq,pool-above-window,34,31,2,3,0.088,10
count-prob,ratioMismatch,mcq,pool-above-window,34,31,2,3,0.088,10
round-hundred,whichRounds,mcq,pool-above-window,34,31,2,3,0.088,10
nl-partition,whyEqualJumps,mcq,pool-above-window,34,31,2,3,0.088,10
pictograph,halfStory,numeric,pool-above-window,34,31,2,3,0.088,10
g7-sp-sampling-bias,spBiasSchool,mcq,pool-above-window,34,31,2,3,0.088,10
g0-shapes-sorting,shapeComposeMcq,mcq,pool-above-window,34,31,2,3,0.088,10
k0-count-100,kDecadeNextMcq,mcq,pool-above-window,34,31,2,3,0.088,10
g1-shapes-measure,Smg12D3DMcq,mcq,pool-above-window,34,31,2,3,0.088,10
g2-measure-money-time,MmtBestUnitMcq,mcq,pool-above-window,36,31,2,5,0.139,10
cn-conjugate,divideMcq,mcq,pool-above-window,34,31,1,3,0.088,10
poly-mul-mono,mulConst,numeric,pool-above-window,34,31,1,3,0.088,10
unit-frac-divide,mixedDivide,numeric,pool-above-window,34,31,1,3,0.088,10
circle-complete,semiMajor,numeric,pool-above-window,34,31,1,3,0.088,10
coordinate-plot,cgYCoordinate,numeric,pool-above-window,39,31,1,8,0.205,10
full-sketch,fallingSteepening,mcq,pool-above-window,34,31,1,3,0.088,10
partition-shapes,differentEqualCuts,mcq,pool-above-window,34,31,1,3,0.088,10
zero-pattern,beyondOrder,numeric,pool-above-window,34,31,1,3,0.088,10
g7-circle-parts,matchCircleParts,matchPairs,pool-above-window,34,31,1,3,0.088,10
k0-count-100,kTensNextMcq,mcq,pool-above-window,34,31,1,3,0.088,10
times-2,twiceDaily,mcq,pool-above-window,34,31,0,3,0.088,10
commutativity,flipSolve,numeric,pool-above-window,34,31,0,3,0.088,10
cn-cts-vertex,minValue,numeric,pool-above-window,50,32,5,18,0.360,10
a1-exponential,exp-compare__numeric,exactNumberLab,pool-above-window,42,32,5,10,0.238,10
coordinate-plot,cgPathLength,pointSetReasoningLab,pool-above-window,39,32,3,7,0.179,10
g2-measure-money-time,MmtCoinNameMcq,mcq,pool-above-window,36,32,3,4,0.111,10
rect-measure,missingSide,numeric,pool-above-window,34,32,2,2,0.059,10
unit-frac-divide,divisionMagnitude,mcq,pool-above-window,34,32,2,2,0.059,10
opt-box,uselessRoot,mcq,pool-above-window,34,32,2,2,0.059,10
const-sum-rule,whyConstant,mcq,pool-above-window,34,32,2,2,0.059,10
skip-count,howManyNumbers,mcq,pool-above-window,34,32,2,2,0.059,10
subtract-like-denom,simplifyDenom,numeric,pool-above-window,34,32,2,2,0.059,10
nl-fraction,afterNthJump,mcq,pool-above-window,34,32,2,2,0.059,10
whole-as-fraction,whyOne,mcq,pool-above-window,34,32,2,2,0.059,10
expanded-form,snapExpanded,numeric,pool-above-window,34,32,2,2,0.059,10
expanded-form,swapTensOnes,numeric,pool-above-window,34,32,2,2,0.059,10
g7-cross-sections,prismParallel,mcq,pool-above-window,34,32,2,2,0.059,10
k0-count-100,kCountFromHop,numberLineHop,pool-above-window,34,32,2,2,0.059,10
g4-decimals,dTenthsFractionMcq,mcq,pool-above-window,34,32,2,2,0.059,10
compare-groups,pairUp,tapDiagram,pool-above-window,34,32,1,2,0.059,10
measure-word,sliceOff,numeric,pool-above-window,34,32,1,2,0.059,10
measure-word,unitMix,numeric,pool-above-window,34,32,1,2,0.059,10
two-row-multiply,scaffoldTotal,numeric,pool-above-window,34,32,1,2,0.059,10
matrix-apply,basisColumn,pointEntry,pool-above-window,34,32,1,2,0.059,10
array-model,arrayMinus,numeric,pool-above-window,34,32,1,2,0.059,10
share-division,keepThenShare,numeric,pool-above-window,34,32,1,2,0.059,10
fact-family,howManyFacts,mcq,pool-above-window,34,32,1,2,0.059,10
rate-interpret,temperature,numeric,pool-above-window,34,32,1,2,0.059,10
parity,oddFactors,mcq,pool-above-window,34,32,1,2,0.059,10
compare-same-num,pizzaSlices,fractionCompare,pool-above-window,34,32,1,2,0.059,10
