# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
g13-derivative-rules,derivative-rules__dr-critical-point__numeric,numeric,constant,13,1,1,2,f(x) = x³ − 12x has f′(x) = 3x² − 12. How many critical points does f have?  Reasoning che
g13-derivative-rules,derivative-rules__dr-exp-log__numeric,numeric,constant,13,1,1,1,f(x) = eˣ. Find f′(0).  Reasoning check: Mark the known quantities  then choose the operat
g13-differential-equations,differential-equations__de-separable__numeric,numeric,constant,13,1,1,8.155,dy/dx = 2xy with y(0) = 3  so y = 3e^(x²). Find y(1)  to three decimals.  Reasoning check:
g13-integration-accumulation,integration-accumulation__in-ftc1__numeric,numeric,constant,13,1,1,3,A(x) = ∫₀ˣ (t² − 9) dt on [0  5]. At what x is A smallest?  Reasoning check: Sketch or ann
g13-integration-accumulation,integration-accumulation__in-squeeze__numeric,numeric,constant,13,1,1,6,f(x) = 2x on [0  3] with 3 strips. What is the LEFT sum?  Reasoning check: Name what stays
g10-conditional-probability,conditional-probability__cpr-conditional-table__numeric,numeric,constant,13,1,1,0.4,P(plays a sport | takes the bus). Give a decimal.  Reasoning check: Use the visible struct
g7-sp-likelihood-words,default,mcq,constant,12,1,1,certain,The probability of choosing a month that has at least 28 days is 1. Which word describes t
g1-shapes-measure,Smg1FourthsFractionBar,fractionBar,constant,12,1,1,{ n :1  d :4},Split the paper strip into 4 equal parts so each part is a fourth.
g4-decimals,dTrailingZeroRational,rationalCompare,constant,12,1,1, eq ,Compare the two decimals: 0.9 ? 0.90. Choose the relation that holds.
a2-statistics,si-experiment-design__mcq,mcq,constant,12,1,1,A comparable control group with random a,A treatment group recovers at 90%. What is missing before attributing recovery to the trea
g10-constructions-proof,cp-perp-at-point__numeric,numeric,constant,12,1,1,90,The perpendicular at P splits the straight line into two equal angles. How many degrees is
g10-similarity,sy-side-splitter__numeric,numeric,constant,12,1,1,4,A parallel line splits the sides: AD = x  DB = x + 2  AE = 6  EC = 9. Solve for x.  Reason
g10-similarity,sy-similarity__numeric,numeric,constant,12,1,1,4,Two similar figures have areas in the ratio 16 : 1. What is the ratio of their correspondi
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-values__numeric,numeric,constant,12,1,1,0.58,What is tan(π/6)  to hundredths?  Reasoning check: Identify the representation and the gov
g13-derivatives-in-context,derivatives-in-context__dc-choosing-relation__numeric,numeric,constant,12,1,1,50,Two cars leave a junction  one north at 40 mph and one east at 30 mph. How fast is the dis
g13-derivatives-in-context,derivatives-in-context__dc-linearisation-limits__numeric,numeric,constant,12,1,1,100,The linear estimate of √9.1 was out by about 0.00005. Roughly how many times bigger is the
g13-parametric-polar-calculus,parametric-polar-calculus__pc-second-derivative__numeric,numeric,constant,12,1,1,0.375,x = t²  y = t³  so dy/dx = 3t/2. Find d²y/dx² at t = 2.  Reasoning check: Name what stays 
g13-series-convergence,series-convergence__sc-power-ops__numeric,numeric,constant,12,1,1,4,Find the sum of 1 + 2(1/2) + 3(1/2)² + 4(1/2)³ + …  Reasoning check: Mark the known quanti
g6-data-literacy,ddPipelineBreak,mcq,constant,11,1,1,At the first step — the question seeks o,A student plans a survey around  How long is the school hallway?  Where does the statistic
g4-place-million,pvCommaPeriodsMcq,mcq,constant,11,1,1,Three-digit periods such as ones  thousa,What do commas separate in a large whole number?
a2-polynomials,pf-quad-form__numeric,numeric,constant,11,1,1,4,How many distinct real zeros does x⁴−5x²+6 have?
a2-rationals,rf-simplify__buildExpression,buildExpression,constant,11,1,1,[ 1 ],Simplify (x² − x − 12)/((x−4)(x+3)).
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-sin__numeric,numeric,constant,11,1,1,3,y = 3 sin(x + π/2) and y = 3 cos x claim to be the same wave. What do BOTH give at x = 0? 
g13-derivative-rules,derivative-rules__dr-implicit__numeric,numeric,constant,11,1,1,-0.75,x² + y² = 25. Find dy/dx at the point (3  4)  as a decimal.  Reasoning check: Mark the kno
inverse-pipeline,secondForm,inversePipeline,constant,10,1,1,[ t-inv-f2   t-inv-f1 ],The machine does: + 6  × 7. Build the undo machine — last step first.
solve-trig-all,tanCount,numeric,constant,10,1,1,2,How many solutions does tan x = −5 have on [0  2π)?
g1-shapes-measure,Smg1HalvesFractionBar,fractionBar,constant,10,1,1,{ n :1  d :2},Split the bar into 2 equal parts so each part is a half.
a2-polynomials,pf-div-theorems__numeric,numeric,constant,10,1,1,0,A polynomial has factor (x + 3). What remainder results when dividing by that factor?
decimal-representation,trailingMatchCount,numeric,constant,9,1,1,2,Of these three — 0.60  0.06  0.600 — how many equal 0.6?
prob-fraction,trialTheoretical,trialProbabilityLab,constant,8,1,1, correct ,A fair number cube is rolled. Which fraction is the probability of rolling greater than 2?
geo-series,repeatDecimal,numeric,constant,8,1,1,9,0.555… (repeating) equals 5/n. What is n?
polygon-angles,exteriorSum,exactNumberLab,constant,8,1,1,360,Exterior angles of a 8-gon (one at each vertex): what do they sum to?
a2-rationals,rf-mixed__buildExpression,buildExpression,constant,8,1,1,[ 2 ],Simplify (x²−4)/x · x/(x+2) ÷ (x−2)/2.
ten-frame-fill,default,tenFrame,constant,7,1,1,10,4 dots are in the ten frame. Tap to add dots until the frame makes TEN.
critical-count,quartic,numeric,constant,7,1,1,2,f(x) = x⁴ − 4x³. How many DISTINCT critical points does it have?
critical-count,default,numeric,constant,7,1,1,2,f(x) = x³ − 27x. How many critical points does it have?
evt-candidates,candidateCount,numeric,constant,6,1,1,3,f(x) = x³ − 12x on [0  4]. How many candidates does the closed-interval method produce?
full-sketch,directionChanges,numeric,constant,6,1,1,1,f(x) = x⁴ − 4x³. How many times does the curve change DIRECTION?
double-angle-solve,sumSolutions,numeric,constant,6,1,1,9.42,Solve sin 2x = sin x on [0  2π). What is the SUM of all four solutions  to hundredths?
solve-trig-all,sumCos,numeric,constant,6,1,1,6.28,Solve cos x = √3/2 on [0  2π). What is the SUM of the solutions  to hundredths?
g1-shapes-measure,Smg1HalvesNumeric,numeric,constant,6,1,1,2,If a cracker is split into halves  how many equal parts are there?
g1-shapes-measure,Smg1FourthsNumeric,numeric,constant,6,1,1,4,If a ribbon is split into fourths  how many equal parts are there?
g1-shapes-measure,Smg1HalvesFourthsNumeric,numeric,constant,6,1,1,2,For the same-size pizza  how many fourths make one half?
g2-shapes-shares,Ssg2ThirdsCountNumeric,numeric,constant,6,1,1,3,If the ribbon is split into thirds  how many equal parts are there?
g4-multiply,mbPrimeCompositeNumeric,numeric,constant,6,1,1,2,13 is prime. How many positive factors does it have?
negative-intro,compareNegativeFractions,rationalCompare,constant,5,1,1, gt ,Compare -2/3 and -5/6. Which relation is true?
angle-sum,cgTriangleEqualAngle,numeric,constant,5,1,1,60,Three congruent angles fill an equilateral triangle. What is each angle  in degrees?
coordinate-plot,cgOrigin,pointEntry,constant,5,1,1,[0 0],A robot resets to the intersection of the x-axis and y-axis. Which ordered pair is that po
double-angle-solve,countSolutions,numeric,constant,5,1,1,4,How many solutions does sin 2x = sin x have on [0  2π)?
nl-unit,default,numberLinePlace,constant,5,1,1,1,On a 0→1 line split into 7 equal jumps  place the marker at 1/7.
g8-tm-transversal,tmTransversalMatch,matchPairs,constant,5,1,1,{ corresponding angles : equal in measur,Match each angle-pair name to its relationship when parallel lines are cut by a transversa
g2-shapes-shares,Ssg2NameThirdFractionBar,fractionBar,constant,5,1,1,{ n :1  d :3},Split the bar into 3 equal parts so each part is a third.
g6-data-literacy,ddDataCountList,numeric,low-entropy,24,8,0.21,11,A survey produced the data: 15  20  15  15  5  10  10. How many people were surveyed?
g6-center-spread,ddMedianContext,numeric,low-entropy,24,8,0.25,10,Four plants measure 9  13  16  5 inches. What is the median height?
g6-center-spread,ddIqrUnsortedEven,numeric,low-entropy,24,5,0.38,18,Find the IQR of 46  10  19  4  1  31. Sort first  then use halves of three.
compare-numerals,greatestOfThree,tapDiagram,low-entropy,24,3,0.42,[ g1 ],Which number is the GREATEST: 3  4  or 5? Tap the group that shows it.
compare-groups,pairUp,tapDiagram,low-entropy,24,2,0.58,[ g0 ],7 apples  3 baskets. Every apple wants a basket. Are there more apples or more baskets? Ta
compare-groups,mostOfThree,tapDiagram,low-entropy,24,3,0.5,[ g0 ],Toys on a shelf: 8 balls  4 tops  2 blocks. Which group has the MOST? Tap it.
compare-groups,default,tapDiagram,low-entropy,24,2,0.58,[ g1 ],There are 7 bowls and 3 spoons. Which is fewer? Tap the group with fewer.
sr-recursive,needAllTerms,mcq,low-entropy,24,6,0.29,computing every term a₂ through a₃₉ firs,You want a₅₀ from a₁ = 8  aₙ = aₙ₋₁ + 5 using ONLY the recursive rule. What does that requ
trig-model,speedB,numeric,low-entropy,24,6,0.25,0.21,A ferris wheel completes one rotation every 40 seconds. What is b in h(t) = 28 − 20 cos(bt
cn-i-powers,default,mcq,low-entropy,24,3,0.58,−i,What is i¹⁰?
cn-disc-repeat,forceB,mcq,low-entropy,24,5,0.46,b = 6,Which value of b gives x² + bx + 9 = 0 exactly one repeated root?
sequence-order,byTens,dragOrder,low-entropy,24,8,0.21,[ 10   20   30   40   50 ],Drag these into counting order  smallest first.
composite-area-lab,parallelogramMcq,compositeAreaLab,low-entropy,24,3,0.42, c1 ,A parallelogram has base 7 and perpendicular height 4. Which is its area?
composite-area-lab,trapezoid,compositeAreaLab,low-entropy,24,3,0.46, c0 ,A trapezoid has bases 8 and 4  and height 4. What is its area?
composite-area-lab,threeRects,compositeAreaLab,low-entropy,24,4,0.38, c2 ,A floor plan has three rectangular sections: 9×3  4×6  and 5×4. What is the total area?
composite-area-lab,fourPieces,compositeAreaLab,low-entropy,24,4,0.42, c1 ,A floor plan has a 10×5 rectangle and a 5×5 rectangle  a triangular nook added (base 4  he
composite-area-lab,default,compositeAreaLab,low-entropy,24,4,0.38, c2 ,A floor plan has a 7×5 rectangular room plus a triangular bay window (base 8  height 3). W
coord-midpoint,axisY,numeric,low-entropy,24,7,0.25,0,Midpoint of (2  -2) and (-3  2): enter the y-coordinate.
coord-midpoint,parallelogramVertex,numeric,low-entropy,24,7,0.38,3,PQRS is a parallelogram with P(1  2)  Q(7  0)  R(9  6). Using the diagonal-bisection prope
coord-midpoint,default,numeric,low-entropy,24,8,0.38,7,M is the midpoint of A(5  5) and B(9  7). Enter M's x-coordinate.
long-div-2digit,invalidRemainder,quotientReasoningLab,low-entropy,24,4,0.33, a ,A student says 46 ÷ 6 = 6 remainder 10. What is wrong with that result?
equiv-test,likeSubtract,mcq,low-entropy,24,8,0.25,3m,Simplify 8m − 2m.
poly-read,degreeOf,numeric,low-entropy,24,4,0.29,5,What is the degree of (4x^5 - x^2 + 5)?
poly-addsub,addSquare,numeric,low-entropy,24,7,0.17,3,Add (5x^2 + x - 4) and (-x^2 + 3x + 2). What is the coefficient of x^2 in the sum?
poly-addsub,subFlip,numeric,low-entropy,24,8,0.21,4,Subtract: (6x^2 + 6x - 3) - (4x^2 - x + 7). What is the coefficient of x?
power-product,comparePowers,exactNumberLab,low-entropy,24,4,0.38, d ,Which is larger: 5^3 or 2^2?
avg-rate-change,linear,numeric,low-entropy,24,8,0.33,5,What is the average rate of change of f(x) = 5x + 8 on [0  9]?
round-place,whole,numeric,low-entropy,24,7,0.29,4,Round 4.722 to the nearest whole number.
round-place,deciderMcq,placeValueTransformLab,low-entropy,24,4,0.33, a ,When rounding 2.380 to the nearest tenth  which digit decides whether to round up or stay?
place-compare,ones,placeCompare,low-entropy,24,2,0.5, gt ,Compare: 45 __ 44
place-compare,any,placeCompare,low-entropy,24,2,0.54, gt ,Compare: 14 __ 49
place-compare,hundreds,placeCompare,low-entropy,24,2,0.58, lt ,Compare: 221 __ 892
place-compare,decimalTie,placeValueTransformLab,low-entropy,24,2,0.58, gt ,Compare: 0.50 __ 0.51
place-compare,decimalClose,placeValueTransformLab,low-entropy,24,2,0.58, lt ,Compare: 0.207 __ 0.21
place-compare,decidingPlace,placeValueTransformLab,low-entropy,24,4,0.33, a ,In comparing 0.398 and 0.327  which place decides the winner?
place-compare,default,placeCompare,low-entropy,24,2,0.54, lt ,Compare: 37 __ 75
unit-frac-divide,flipDivisor,quotientReasoningLab,low-entropy,24,4,0.33, c ,To compute 1/8 ÷ 4/7  which fraction should be flipped?
decimal-representation,missingExpandedDigit,numeric,low-entropy,24,8,0.25,2,0.239 = 2/10 + ?/100 + 9/1000. What numerator fills the blank?
hyperbola-anatomy,opens,mcq,low-entropy,24,2,0.58,up and down (along the y-axis),A hyperbola x²/9 − y²/4 = 1 opens:
circle-complete,radius,numeric,low-entropy,24,5,0.25,4,For (x + 3)² + (y + 2)² = 16  what is the radius?
coordinate-plot,cgContextRead,pointSetReasoningLab,low-entropy,24,4,0.38, b ,On a savings graph  x = the week and y = dollars saved. What does the point (5  15) mean?
coordinate-plot,signedQuadrant,mcq,low-entropy,24,4,0.54,Quadrant III,In which quadrant is the point (-3  -1)?
coordinate-plot,axisLocation,mcq,low-entropy,24,2,0.58,On the x-axis,Where is the point (1  0) located?
coordinate-plot,reflectXAxis,mcq,low-entropy,24,4,0.38,Quadrant I,Reflect (3  -2) across the x-axis. In which quadrant does the image land?
proportional-plot,cgPairRelation,mcq,low-entropy,24,3,0.46,The second number is four times the firs,The corresponding pairs are (2  8)  (2  8)  (3  12). What is true of every pair?
vec-displacement,magnitude,numeric,low-entropy,24,6,0.33,25,What is the distance from M(4  1) to N(8  -2)? (The magnitude of the displacement.)
mvt-c,speedTrap,mcq,low-entropy,24,5,0.42,At some instant your actual speed was ex,Two cameras 50 miles apart photograph you 1 hour apart. The limit is 36 mph. What does the
end-behavior,polyLimit,mcq,low-entropy,24,6,0.25,f → +∞ — the −x³ term dominates and is p,f(x) = x⁴ − x³. What happens as x → −∞?
end-behavior,default,numeric,low-entropy,24,7,0.25,6,f(x) = (6x − 5)/(x − 2). Find the horizontal asymptote y = ?
inverse-deriv,knownValues,mcq,low-entropy,24,8,0.21,1/7,f(6) = 8 and f′(6) = 3. What is (f⁻¹)′(8)?
second-deriv-poly,motion,mcq,low-entropy,24,4,0.46,Reversing  and speeding up.,At time t  a car has f′(t) = −20 and f″(t) = −9. What is it doing?
share-division,default,mcq,low-entropy,24,3,0.42,How many grapes EACH kid gets,30 grapes are shared equally among 6 kids. What does 30 ÷ 6 tell you?
