figure_id,authored_uses,grade_span,sample_lessons,current_role,priority,decision,requirement
count-on-hops,798,0|1|2|3|4|5,koa-01-01:c1|koa-01-01:c2|koa-01-02:c1|koa-01-02:c2|koa-01-03:c1|koa-01-03:c2,concept-support,P0,REDESIGN_OR_VALIDATE_AT_SCALE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-gap-units,2,7,sp-02-01:c2|sp-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-gap-vs-wobble,2,7,sp-02b-01:c2|sp-02b-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-mad-ruler,2,7,sp-02b-01:c1|sp-02b-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-overlap,2,7,sp-02-02:c2|sp-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-same-gap-different-verdict,2,7,sp-02b-02:c2|sp-02b-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
special-parallelogram-diagonals,2,10,pq-03-01:c1|pq-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
special-right-triangles,2,10,rt-01-03:c1|rt-01-04:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
spread-compare,2,6,dd-04-03:c1|dd-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
square-vs-cube-solutions,2,8,esn-02-02:c1|esn-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
stretch-reflect,2,11,ft-03-01:c1|ft-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
substitution-flow,2,8,les-04-01:c1|les-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
system-solution-types,2,8,les-03-03:c1|les-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
take-away-frame,2,0|1,as-03-01:c1|kc-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tangent-radius,2,10,cr-03-01:c1|cr-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
teen-ten-and-more,2,0,kc-03-01:c1|kc-03-01:rem-kc0301-c,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tens-arcs,2,0|1,c120-04-01:c1|kc-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tens-rods,2,1,c120-03-01:c1|c120-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-quadrant-signs,2,6|11,ns-04b-01:c1|tf-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tm-congruent,2,8,tm-02-01:c1|tm-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tm8-reflect-rule,2,6|8,ns-04b-01:c2|tm-01b-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tse-check-eval,2,7,tse-01-01:c2|tse-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tse-test-solution,2,7,tse-04-01:c2|tse-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tse-undo-order,2,7,tse-02-01:c2|tse-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
unit-rate,2,6,rr-03-01:c1|rr-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
vec-dot-angle,2,12,vec-03-01:c1|vec-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
vertical-angles-proof,2,10,cp-04-03:c1|cp-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
add-balance-scale,1,1,as-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-area-solve-h,1,9,alg1-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-assemble-formula,1,9,alg1-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-both-sides,1,9,alg1-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-both-sides-ineq,1,9,alg1-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-decimals,1,9,alg1-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-distribute,1,9,alg1-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-flip-rule,1,9,alg1-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-inequality-like-eq,1,9,alg1-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-isolate,1,9,alg1-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-lcd,1,9,alg1-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-positive-side,1,9,alg1-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-smaller-x-term,1,9,alg1-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-solve-for-x,1,9,alg1-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-temperature,1,9,alg1-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
alg1-undo-division,1,9,alg1-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
approaching-e,1,11,lg-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-add-zero,1,1,as-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-commutative,1,1,as-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-compare-more,1,1,as-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-count-back,1,1,as-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-count-up,1,1,as-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-equal-sign,1,1,as-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-fact-family,1,1,as-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-fill-bigger,1,1,as-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-hops-add,1,1,as-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-make-ten-13,1,1,as-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-make-ten-any,1,1,as-02-04:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-part-whole,1,1,as-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-partners-ten,1,1,as-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-take-away,1,1,as-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-take-from,1,1,as-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-think-add,1,1,as-03-04:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as-unknown,1,1,as-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-add-by-place-86,1,2,as100-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-add-ones-39,1,2,as100-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-add-tens-zero,1,2,as100-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-add-trade-63,1,2,as100-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-break-ten,1,2,as100-03-04:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-choose-steps,1,2,as100-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-doubles,1,2,as100-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-even-even,1,2,as100-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-even-odd,1,2,as100-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-four-tools,1,2,as100-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-keyword-trap,1,2,as100-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-name-tool,1,2,as100-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-near-doubles,1,2,as100-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-odd-even,1,2,as100-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-only-ones-61,1,2,as100-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-only-ones-79,1,2,as100-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-split-join-88,1,2,as100-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-split-take-32,1,2,as100-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-story-trade-25,1,2,as100-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-sub-by-place-34,1,2,as100-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-sub-tens-40,1,2,as100-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-sub-tens-zero,1,2,as100-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-take-ones-53,1,2,as100-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-trade-ten,1,2,as100-02-04:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
as100-two-step-order,1,2,as100-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-height,1,6,asv-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-house,1,6,asv-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-parallelogram,1,6,asv-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-band-versus-rays,1,9,avp-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-branch-over-its-domain,1,9,avp-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-corner-slopes,1,9,avp-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-distance-definition,1,9,avp-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-flip-peak,1,9,avp-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
avp-open-closed-circle,1,9,avp-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
