# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__mcq:stretch","widget.options[2].label","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","2x(dx/dt) + 2y(dy/dt) = 100"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__mcq:stretch","widget.options[3].feedback","arithmetic-off","gained-derivative","","d/dt","Nothing has been differentiated at all — the d/dt has not been applied."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","6/8","dy/dt ⟂ dx/dt ⟂ 6/8","The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","8/6 ⟂ 6/8","dx/dt ⟂ 8/6 ⟂ dx/dt ⟂ 6/8","That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dy/dt","24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward)."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","6/8","dy/dt ⟂ dx/dt ⟂ 6/8","The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","8/6 ⟂ 6/8","dx/dt ⟂ 8/6 ⟂ dx/dt ⟂ 6/8","That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dy/dt","24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward)."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","6/8","dy/dt ⟂ dx/dt ⟂ 6/8","The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","8/6 ⟂ 6/8","dx/dt ⟂ 8/6 ⟂ dx/dt ⟂ 6/8","That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dy/dt","24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward)."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","Same ladder, same dx/dt = 2. Find dy/dt when x = 8, to three decimals.

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","8/6","dy/dt ⟂ 8/6","That was the answer at x = 6. At x = 8 the height is only 6, so dy/dt = −(8/6)(2) ≈ −2.667: the top is falling FASTER."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","8/6","dx/dt ⟂ 8/6","That is −(x/y)(dx/dt) with the fraction inverted or the rate dropped. It is −(8/6)(2) ≈ −2.667."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","8/6 ⟂ 8/3","dy/dt ⟂ 8/6 ⟂ 8/3","y = 6, so dy/dt = −(8/6)(2) = −8/3 ≈ −2.667 ft/s — faster than before, with the foot moving at the same speed."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).

Reasoning check: Justify the relationship before entering the result."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","6/8","dy/dt ⟂ dx/dt ⟂ 6/8","The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","8/6 ⟂ 6/8","dx/dt ⟂ 8/6 ⟂ dx/dt ⟂ 6/8","That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dy/dt","24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward)."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","Same ladder, same dx/dt = 2. Find dy/dt when x = 8, to three decimals.

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","8/6","dy/dt ⟂ 8/6","That was the answer at x = 6. At x = 8 the height is only 6, so dy/dt = −(8/6)(2) ≈ −2.667: the top is falling FASTER."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","8/6","dx/dt ⟂ 8/6","That is −(x/y)(dx/dt) with the fraction inverted or the rate dropped. It is −(8/6)(2) ≈ −2.667."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","8/6 ⟂ 8/3","dy/dt ⟂ 8/6 ⟂ 8/3","y = 6, so dy/dt = −(8/6)(2) = −8/3 ≈ −2.667 ft/s — faster than before, with the foot moving at the same speed."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","x = 6, y = 8, dx/dt = 2. Find dy/dt, in ft/s (include the sign).

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","6/8","dy/dt ⟂ dx/dt ⟂ 6/8","The magnitude is right but the SIGN is wrong. dy/dt = −(x/y)(dx/dt) = −(6/8)(2) = −1.5: the top is going DOWN."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","8/6 ⟂ 6/8","dx/dt ⟂ 8/6 ⟂ dx/dt ⟂ 6/8","That is −(y/x)(dx/dt) = −(8/6)(2). The formula is −(x/y)(dx/dt) = −(6/8)(2) = −1.5."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","That is dx/dt with a minus sign. Solve 24 + 16(dy/dt) = 0."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-ladder__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dy/dt","24 + 16(dy/dt) = 0 → dy/dt = −1.5 ft/s (downward)."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.prompt","arithmetic-off","gained-derivative","π(3²) ⟂ 9π","dA/dt ⟂ π(3²) ⟂ 9π","To find dA/dt when r = 3, a student writes A = π(3²) = 9π and then differentiates. What goes wrong?

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[3].feedback","arithmetic-off","gained-derivative","","dA/dt","It gives dA/dt = 0, which claims the circle is not growing at all. The substitution froze the radius."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[0].label","arithmetic-off","gained-derivative","2π","dA/dt ⟂ 2π ⟂ dr/dt","dA/dt = 2πr · (dr/dt)"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[0].feedback","arithmetic-off","gained-derivative","","dr/dt","Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[1].label","arithmetic-off","gained-derivative","2π","dA/dt ⟂ 2π","dA/dt = 2π"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[1].feedback","arithmetic-off","gained-derivative","2π","d/dr[πr²] ⟂ 2π ⟂ dr/dt","The r has vanished. d/dr[πr²] = 2πr, and then the chain rule multiplies by dr/dt."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dA/dt","dA/dt = πr²"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","2π","dA/dt ⟂ 2π","dA/dt = 2πr"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[3].feedback","arithmetic-off","gained-derivative","","dA/dr ⟂ dr/dt","That is dA/dr — the derivative with respect to the RADIUS. Differentiating with respect to time adds a factor of dr/dt."
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[0].label","arithmetic-off","gained-derivative","2π","dA/dt ⟂ 2π ⟂ dr/dt","dA/dt = 2πr · (dr/dt)"
"generated","g13-derivatives-in-context","derivatives-in-context__dc-related-rates__mcq:support","widget.options[0].feedback","arithmetic-off","gained-derivative","","dr/dt","Right — r depends on t, so the chain rule attaches dr/dt. That factor is the whole subject."
